Number of routes:    		5
Number of unassigned:		6

X_coor		Y_coor		Arr		Accepted
	90 				35 			24		 1
	5 				45 			25		 1
	0 				45 			30		 1
	65 				55 			97		 1
	44 				5 			111		 1
	55 				85 			130		 1
	31 				52 			136		 1
	10 				40 			152		 1
	87 				30 			162		 1
	25 				30 			162		 1
	61 				52 			163		 1
	64 				42 			168		 1
	55 				54 			172		 1
	10 				35 			178		 1
	20 				82 			193		 1
	20 				82 			208		 1
	10 				40 			208		 1
	55 				54 			217		 1
	42 				5 			219		 1
	57 				29 			240		 1
	44 				5 			240		 1
	57 				48 			246		 1
	88 				30 			251		 1
	60 				80 			253		 1
	55 				85 			254		 1
	31 				52 			259		 1
	40 				60 			262		 1
	63 				23 			273		 1
	57 				29 			283		 1
	55 				82 			285		 1
	60 				80 			305		 1
	27 				43 			311		 1
	60 				80 			326		 1
	64 				42 			347		 1
	60 				12 			370		 1
	0 				45 			392		 1
	15 				75 			397		 1
	25 				30 			415		 1
	65 				20 			432		 1
	37 				47 			449		 1
	55 				82 			451		 1
	38 				5 			452		 1
	57 				29 			454		 1
	10 				35 			469		 1
	40 				50 			233		 0
	90 				35 			233		 0
	40 				50 			361		 0
	87 				30 			361		 0
	40 				50 			97		 0
	95 				30 			97		 0
