Number of routes:    		5
Number of unassigned:		10

X_coor		Y_coor		Arr		Accepted
	42 				10 			4		 1
	25 				85 			23		 1
	8 				40 			24		 1
	63 				65 			35		 1
	65 				85 			38		 1
	57 				29 			46		 1
	60 				12 			46		 1
	26 				35 			69		 1
	55 				54 			88		 1
	5 				5 			88		 1
	60 				80 			97		 1
	60 				80 			99		 1
	20 				20 			108		 1
	45 				30 			116		 1
	20 				20 			119		 1
	15 				80 			125		 1
	64 				42 			147		 1
	8 				40 			152		 1
	20 				50 			155		 1
	31 				52 			158		 1
	62 				80 			165		 1
	38 				5 			198		 1
	20 				80 			199		 1
	20 				20 			199		 1
	49 				42 			202		 1
	38 				15 			214		 1
	55 				54 			218		 1
	40 				5 			248		 1
	2 				45 			254		 1
	6 				68 			269		 1
	42 				12 			275		 1
	18 				80 			306		 1
	55 				80 			323		 1
	60 				80 			326		 1
	65 				35 			331		 1
	35 				5 			342		 1
	12 				24 			343		 1
	41 				37 			350		 1
	65 				35 			351		 1
	2 				40 			355		 1
	42 				12 			363		 1
	47 				47 			367		 1
	53 				43 			370		 1
	60 				85 			389		 1
	24 				58 			395		 1
	15 				80 			402		 1
	63 				65 			413		 1
	15 				60 			418		 1
	55 				80 			461		 1
	18 				75 			466		 1
	42 				12 			467		 1
	42 				12 			471		 1
	57 				48 			471		 1
	40 				50 			83		 0
	87 				30 			83		 0
	40 				50 			405		 0
	90 				35 			405		 0
	40 				50 			455		 0
	20 				85 			455		 0
	40 				50 			425		 0
	38 				5 			425		 0
	40 				50 			145		 0
	20 				82 			145		 0
