Number of routes:    		5
Number of unassigned:		6

X_coor		Y_coor		Arr		Accepted
	15 				75 			1		 1
	20 				82 			5		 1
	8 				56 			15		 1
	61 				52 			19		 1
	67 				5 			35		 1
	25 				85 			38		 1
	64 				42 			39		 1
	10 				35 			46		 1
	10 				35 			51		 1
	24 				58 			58		 1
	45 				65 			79		 1
	20 				82 			86		 1
	56 				37 			96		 1
	37 				31 			118		 1
	20 				80 			171		 1
	18 				75 			187		 1
	61 				52 			191		 1
	65 				55 			192		 1
	38 				5 			214		 1
	65 				55 			223		 1
	37 				31 			228		 1
	87 				30 			244		 1
	55 				80 			247		 1
	10 				20 			261		 1
	45 				65 			278		 1
	53 				43 			288		 1
	65 				35 			310		 1
	38 				15 			330		 1
	26 				52 			337		 1
	20 				80 			339		 1
	40 				15 			357		 1
	92 				30 			358		 1
	35 				69 			361		 1
	55 				85 			365		 1
	37 				47 			366		 1
	26 				52 			377		 1
	55 				82 			403		 1
	8 				56 			444		 1
	60 				12 			452		 1
	45 				65 			455		 1
	55 				60 			462		 1
	40 				50 			42		 0
	15 				10 			42		 0
	40 				50 			27		 0
	92 				30 			27		 0
	40 				50 			475		 0
	88 				35 			475		 0
