Number of routes:    		5
Number of unassigned:		4

X_coor		Y_coor		Arr		Accepted
	88 				35 			14		 1
	55 				80 			14		 1
	4 				18 			38		 1
	30 				60 			44		 1
	61 				52 			87		 1
	21 				24 			110		 1
	42 				12 			117		 1
	64 				42 			149		 1
	56 				37 			169		 1
	88 				35 			187		 1
	45 				65 			188		 1
	2 				40 			219		 1
	63 				23 			254		 1
	8 				45 			259		 1
	92 				30 			262		 1
	61 				52 			274		 1
	30 				60 			276		 1
	25 				30 			283		 1
	60 				80 			291		 1
	2 				40 			307		 1
	55 				80 			307		 1
	38 				15 			327		 1
	47 				47 			334		 1
	6 				68 			337		 1
	27 				43 			360		 1
	37 				47 			371		 1
	4 				18 			372		 1
	55 				20 			374		 1
	20 				85 			383		 1
	8 				56 			387		 1
	20 				82 			401		 1
	35 				69 			419		 1
	58 				75 			421		 1
	55 				85 			441		 1
	23 				3 			443		 1
	49 				42 			471		 1
	40 				50 			205		 0
	5 				5 			205		 0
	40 				50 			446		 0
	92 				30 			446		 0
