Number of routes:    		5
Number of unassigned:		4

X_coor		Y_coor		Arr		Accepted
	20 				80 			13		 1
	0 				40 			22		 1
	35 				69 			40		 1
	22 				85 			70		 1
	60 				12 			104		 1
	8 				56 			121		 1
	50 				35 			124		 1
	18 				80 			139		 1
	55 				54 			142		 1
	55 				85 			151		 1
	56 				37 			161		 1
	95 				35 			174		 1
	12 				24 			177		 1
	85 				35 			178		 1
	53 				43 			188		 1
	50 				35 			194		 1
	64 				42 			211		 1
	20 				85 			211		 1
	2 				60 			215		 1
	42 				15 			237		 1
	35 				40 			238		 1
	90 				35 			268		 1
	8 				56 			278		 1
	25 				30 			280		 1
	64 				42 			320		 1
	35 				40 			327		 1
	53 				43 			355		 1
	40 				60 			362		 1
	30 				60 			372		 1
	45 				30 			384		 1
	38 				5 			411		 1
	35 				69 			417		 1
	55 				85 			424		 1
	15 				80 			424		 1
	38 				5 			437		 1
	41 				37 			444		 1
	8 				45 			465		 1
	64 				42 			477		 1
	40 				50 			464		 0
	60 				12 			464		 0
	40 				50 			88		 0
	4 				18 			88		 0
