Number of routes:    		5
Number of unassigned:		10

X_coor		Y_coor		Arr		Accepted
	55 				85 			11		 1
	65 				85 			18		 1
	31 				67 			41		 1
	53 				43 			69		 1
	62 				80 			84		 1
	56 				37 			84		 1
	42 				10 			87		 1
	15 				80 			98		 1
	26 				52 			116		 1
	58 				75 			122		 1
	21 				24 			124		 1
	35 				69 			148		 1
	58 				75 			154		 1
	53 				43 			184		 1
	65 				20 			195		 1
	58 				75 			201		 1
	0 				45 			222		 1
	38 				5 			223		 1
	55 				20 			226		 1
	45 				65 			230		 1
	22 				75 			232		 1
	47 				47 			250		 1
	5 				45 			272		 1
	26 				35 			274		 1
	42 				15 			274		 1
	44 				5 			289		 1
	10 				40 			299		 1
	67 				5 			352		 1
	65 				82 			370		 1
	2 				45 			386		 1
	26 				52 			394		 1
	55 				85 			394		 1
	5 				35 			398		 1
	55 				54 			408		 1
	21 				24 			415		 1
	24 				58 			418		 1
	40 				5 			441		 1
	60 				80 			448		 1
	22 				85 			449		 1
	60 				85 			454		 1
	44 				5 			456		 1
	55 				54 			464		 1
	40 				50 			240		 0
	65 				85 			240		 0
	40 				50 			229		 0
	85 				35 			229		 0
	40 				50 			252		 0
	88 				30 			252		 0
	40 				50 			467		 0
	15 				75 			467		 0
	40 				50 			458		 0
	92 				30 			458		 0
