Number of routes:    		5
Number of unassigned:		16

X_coor		Y_coor		Arr		Accepted
	65 				82 			2		 1
	15 				80 			5		 1
	35 				5 			29		 1
	45 				65 			38		 1
	8 				56 			43		 1
	42 				12 			60		 1
	88 				35 			61		 1
	45 				65 			69		 1
	47 				47 			71		 1
	22 				75 			81		 1
	44 				5 			83		 1
	15 				80 			84		 1
	23 				3 			90		 1
	21 				24 			93		 1
	37 				47 			94		 1
	30 				25 			100		 1
	4 				18 			101		 1
	41 				37 			116		 1
	38 				15 			122		 1
	37 				31 			130		 1
	55 				82 			135		 1
	8 				56 			157		 1
	90 				35 			174		 1
	37 				31 			214		 1
	85 				35 			228		 1
	27 				43 			253		 1
	25 				30 			264		 1
	8 				56 			266		 1
	85 				35 			276		 1
	60 				80 			278		 1
	2 				45 			290		 1
	63 				23 			316		 1
	20 				80 			318		 1
	67 				85 			346		 1
	15 				60 			374		 1
	8 				56 			383		 1
	42 				10 			387		 1
	8 				45 			395		 1
	31 				52 			405		 1
	4 				18 			408		 1
	15 				80 			436		 1
	2 				40 			441		 1
	15 				75 			446		 1
	37 				31 			458		 1
	15 				60 			470		 1
	40 				50 			462		 0
	15 				10 			462		 0
	40 				50 			54		 0
	95 				30 			54		 0
	40 				50 			128		 0
	85 				25 			128		 0
	40 				50 			427		 0
	87 				30 			427		 0
	40 				50 			412		 0
	90 				35 			412		 0
	40 				50 			468		 0
	4 				18 			468		 0
	40 				50 			112		 0
	15 				80 			112		 0
	40 				50 			301		 0
	88 				30 			301		 0
