Number of routes:    		5
Number of unassigned:		4

X_coor		Y_coor		Arr		Accepted
	42 				15 			4		 1
	95 				30 			7		 1
	55 				60 			10		 1
	37 				31 			13		 1
	67 				5 			15		 1
	42 				15 			17		 1
	64 				42 			23		 1
	55 				54 			28		 1
	15 				75 			49		 1
	67 				85 			61		 1
	55 				82 			74		 1
	45 				65 			80		 1
	4 				18 			105		 1
	10 				35 			112		 1
	35 				69 			135		 1
	55 				85 			145		 1
	40 				60 			169		 1
	10 				35 			175		 1
	15 				60 			180		 1
	65 				55 			189		 1
	37 				31 			193		 1
	49 				58 			196		 1
	0 				45 			199		 1
	92 				30 			224		 1
	5 				35 			227		 1
	6 				68 			233		 1
	38 				15 			239		 1
	20 				20 			260		 1
	65 				85 			280		 1
	15 				60 			304		 1
	45 				65 			348		 1
	45 				65 			349		 1
	55 				20 			363		 1
	26 				52 			384		 1
	87 				30 			386		 1
	35 				69 			399		 1
	61 				52 			407		 1
	26 				35 			408		 1
	88 				30 			424		 1
	50 				35 			438		 1
	62 				80 			442		 1
	30 				25 			468		 1
	42 				12 			479		 1
	40 				50 			447		 0
	4 				18 			447		 0
	40 				50 			83		 0
	5 				5 			83		 0
