Number of routes:    		5
Number of unassigned:		6

X_coor		Y_coor		Arr		Accepted
	15 				75 			14		 1
	8 				40 			28		 1
	40 				15 			40		 1
	65 				35 			49		 1
	88 				30 			58		 1
	20 				50 			69		 1
	49 				58 			75		 1
	2 				40 			88		 1
	57 				29 			103		 1
	65 				35 			105		 1
	20 				80 			106		 1
	31 				67 			127		 1
	87 				30 			134		 1
	0 				45 			139		 1
	22 				75 			144		 1
	45 				65 			144		 1
	18 				80 			154		 1
	27 				43 			183		 1
	40 				15 			204		 1
	55 				20 			206		 1
	2 				40 			214		 1
	42 				15 			216		 1
	26 				35 			230		 1
	49 				42 			240		 1
	60 				80 			252		 1
	30 				25 			275		 1
	40 				60 			285		 1
	8 				45 			286		 1
	2 				60 			302		 1
	23 				3 			305		 1
	42 				15 			305		 1
	15 				80 			322		 1
	60 				12 			326		 1
	23 				3 			329		 1
	42 				5 			331		 1
	31 				52 			332		 1
	23 				3 			338		 1
	22 				75 			357		 1
	37 				47 			360		 1
	30 				60 			363		 1
	41 				37 			365		 1
	35 				40 			369		 1
	65 				35 			386		 1
	88 				30 			396		 1
	0 				40 			398		 1
	40 				15 			407		 1
	72 				35 			424		 1
	65 				55 			439		 1
	47 				47 			441		 1
	26 				35 			443		 1
	38 				15 			445		 1
	12 				24 			446		 1
	15 				60 			462		 1
	15 				60 			466		 1
	40 				15 			473		 1
	40 				50 			416		 0
	65 				82 			416		 0
	40 				50 			391		 0
	60 				80 			391		 0
	40 				50 			352		 0
	63 				65 			352		 0
