Number of routes:    		5
Number of unassigned:		6

X_coor		Y_coor		Arr		Accepted
	20 				82 			10		 1
	37 				31 			27		 1
	0 				40 			30		 1
	62 				80 			31		 1
	35 				5 			37		 1
	23 				3 			47		 1
	92 				30 			52		 1
	56 				37 			57		 1
	95 				30 			58		 1
	65 				20 			101		 1
	65 				55 			106		 1
	47 				47 			106		 1
	23 				3 			129		 1
	47 				47 			147		 1
	21 				24 			159		 1
	92 				30 			196		 1
	53 				43 			211		 1
	5 				5 			215		 1
	42 				12 			221		 1
	15 				60 			230		 1
	35 				5 			251		 1
	31 				67 			285		 1
	45 				30 			304		 1
	12 				24 			312		 1
	45 				30 			325		 1
	87 				30 			332		 1
	25 				85 			335		 1
	5 				5 			344		 1
	35 				5 			353		 1
	8 				56 			391		 1
	12 				24 			427		 1
	87 				30 			436		 1
	35 				69 			453		 1
	63 				23 			455		 1
	15 				60 			465		 1
	72 				35 			469		 1
	40 				50 			67		 0
	23 				3 			67		 0
	40 				50 			476		 0
	4 				18 			476		 0
	40 				50 			23		 0
	85 				25 			23		 0
