Number of routes:    		5
Number of unassigned:		8

X_coor		Y_coor		Arr		Accepted
	41 				37 			3		 1
	65 				85 			17		 1
	53 				43 			17		 1
	58 				75 			22		 1
	42 				10 			58		 1
	26 				52 			59		 1
	40 				60 			83		 1
	2 				40 			91		 1
	63 				23 			96		 1
	55 				82 			106		 1
	2 				45 			116		 1
	42 				12 			127		 1
	63 				23 			130		 1
	35 				40 			144		 1
	65 				55 			164		 1
	65 				55 			166		 1
	12 				24 			169		 1
	65 				82 			184		 1
	4 				18 			186		 1
	25 				85 			199		 1
	2 				40 			203		 1
	15 				60 			218		 1
	35 				69 			221		 1
	8 				45 			222		 1
	8 				45 			233		 1
	8 				40 			258		 1
	65 				20 			261		 1
	50 				35 			289		 1
	10 				35 			310		 1
	60 				12 			312		 1
	22 				75 			336		 1
	88 				35 			346		 1
	60 				12 			352		 1
	57 				29 			394		 1
	63 				65 			398		 1
	42 				12 			398		 1
	0 				40 			418		 1
	55 				60 			427		 1
	60 				80 			436		 1
	25 				30 			463		 1
	47 				47 			466		 1
	31 				52 			468		 1
	40 				50 			270		 0
	65 				85 			270		 0
	95 				30 			166		 0
	40 				50 			166		 0
	40 				50 			95		 0
	22 				85 			95		 0
	40 				50 			257		 0
	88 				30 			257		 0
