Number of routes:    		5
Number of unassigned:		0

X_coor		Y_coor		Arr		Accepted
	67 				5 			4		 1
	30 				60 			14		 1
	72 				35 			44		 1
	63 				65 			47		 1
	42 				10 			59		 1
	35 				40 			59		 1
	22 				75 			63		 1
	55 				60 			63		 1
	2 				60 			86		 1
	23 				3 			130		 1
	35 				69 			140		 1
	38 				5 			161		 1
	57 				29 			173		 1
	67 				5 			193		 1
	35 				69 			206		 1
	8 				45 			206		 1
	60 				80 			219		 1
	65 				85 			240		 1
	35 				69 			242		 1
	45 				30 			247		 1
	55 				20 			258		 1
	35 				40 			258		 1
	21 				24 			270		 1
	45 				65 			278		 1
	42 				10 			290		 1
	5 				45 			306		 1
	45 				30 			310		 1
	49 				58 			329		 1
	26 				35 			376		 1
	27 				43 			398		 1
	15 				80 			416		 1
	20 				85 			439		 1
	40 				5 			464		 1
