Number of routes:    		5
Number of unassigned:		6

X_coor		Y_coor		Arr		Accepted
	65 				20 			21		 1
	4 				18 			23		 1
	60 				80 			24		 1
	55 				20 			36		 1
	5 				5 			45		 1
	65 				55 			47		 1
	20 				50 			49		 1
	20 				50 			58		 1
	20 				50 			88		 1
	2 				60 			100		 1
	22 				85 			115		 1
	0 				40 			119		 1
	55 				60 			125		 1
	35 				5 			165		 1
	30 				25 			171		 1
	63 				23 			173		 1
	45 				65 			192		 1
	30 				60 			205		 1
	50 				35 			212		 1
	25 				85 			224		 1
	44 				5 			226		 1
	65 				85 			227		 1
	35 				69 			237		 1
	63 				65 			242		 1
	63 				65 			245		 1
	37 				47 			258		 1
	0 				40 			261		 1
	57 				29 			261		 1
	35 				40 			274		 1
	49 				58 			311		 1
	26 				52 			316		 1
	37 				47 			318		 1
	56 				37 			324		 1
	57 				29 			326		 1
	35 				69 			351		 1
	15 				75 			364		 1
	55 				80 			377		 1
	67 				85 			383		 1
	27 				43 			392		 1
	20 				80 			409		 1
	37 				31 			413		 1
	6 				68 			419		 1
	55 				54 			420		 1
	65 				55 			421		 1
	65 				35 			431		 1
	25 				85 			444		 1
	63 				23 			444		 1
	44 				5 			454		 1
	40 				50 			365		 0
	88 				30 			365		 0
	40 				50 			262		 0
	90 				35 			262		 0
	40 				50 			223		 0
	5 				35 			223		 0
