Number of routes:    		5
Number of unassigned:		6

X_coor		Y_coor		Arr		Accepted
	40 				60 			0		 1
	92 				30 			6		 1
	62 				80 			25		 1
	60 				85 			37		 1
	40 				60 			57		 1
	30 				60 			60		 1
	15 				60 			77		 1
	61 				52 			97		 1
	45 				30 			98		 1
	61 				52 			125		 1
	31 				67 			141		 1
	47 				47 			142		 1
	0 				45 			145		 1
	35 				5 			153		 1
	60 				12 			164		 1
	55 				20 			172		 1
	8 				56 			175		 1
	65 				85 			194		 1
	10 				40 			201		 1
	42 				10 			216		 1
	2 				45 			236		 1
	65 				85 			258		 1
	41 				37 			261		 1
	45 				65 			268		 1
	40 				5 			268		 1
	57 				48 			296		 1
	42 				12 			299		 1
	8 				56 			342		 1
	26 				52 			349		 1
	50 				35 			354		 1
	20 				80 			360		 1
	24 				58 			362		 1
	2 				45 			362		 1
	22 				85 			368		 1
	24 				58 			370		 1
	88 				30 			375		 1
	6 				68 			379		 1
	10 				20 			396		 1
	55 				80 			425		 1
	65 				20 			445		 1
	15 				75 			453		 1
	49 				42 			458		 1
	22 				75 			459		 1
	40 				50 			419		 0
	95 				35 			419		 0
	40 				50 			309		 0
	5 				5 			309		 0
	40 				50 			458		 0
	95 				35 			458		 0
