Number of routes:    		5
Number of unassigned:		2

X_coor		Y_coor		Arr		Accepted
	20 				20 			48		 1
	55 				54 			48		 1
	60 				80 			61		 1
	20 				50 			65		 1
	65 				20 			76		 1
	31 				67 			118		 1
	18 				80 			119		 1
	67 				85 			128		 1
	37 				47 			132		 1
	57 				48 			138		 1
	55 				82 			169		 1
	22 				85 			176		 1
	37 				47 			186		 1
	65 				20 			196		 1
	38 				15 			214		 1
	40 				5 			245		 1
	65 				55 			251		 1
	44 				5 			263		 1
	55 				20 			277		 1
	5 				5 			287		 1
	53 				43 			287		 1
	20 				50 			312		 1
	25 				30 			377		 1
	15 				75 			384		 1
	42 				15 			394		 1
	20 				80 			400		 1
	65 				35 			407		 1
	22 				75 			409		 1
	88 				35 			410		 1
	24 				58 			416		 1
	42 				5 			419		 1
	65 				20 			432		 1
	37 				31 			458		 1
	40 				50 			393		 0
	95 				30 			393		 0
