Number of routes:    		5
Number of unassigned:		8

X_coor		Y_coor		Arr		Accepted
	24 				58 			29		 1
	2 				60 			34		 1
	55 				80 			43		 1
	64 				42 			43		 1
	67 				85 			45		 1
	65 				55 			52		 1
	18 				80 			55		 1
	55 				80 			60		 1
	15 				75 			62		 1
	20 				50 			69		 1
	60 				85 			73		 1
	55 				82 			76		 1
	30 				60 			85		 1
	21 				24 			113		 1
	45 				65 			181		 1
	8 				40 			212		 1
	5 				5 			220		 1
	60 				80 			227		 1
	64 				42 			240		 1
	37 				31 			244		 1
	23 				3 			258		 1
	49 				42 			262		 1
	60 				12 			264		 1
	27 				43 			303		 1
	57 				29 			304		 1
	24 				58 			306		 1
	15 				60 			321		 1
	10 				20 			327		 1
	55 				54 			357		 1
	42 				10 			358		 1
	47 				47 			358		 1
	55 				60 			359		 1
	10 				35 			362		 1
	42 				15 			366		 1
	47 				47 			367		 1
	35 				5 			368		 1
	63 				65 			384		 1
	95 				30 			391		 1
	95 				35 			392		 1
	20 				20 			407		 1
	50 				35 			416		 1
	30 				25 			435		 1
	0 				40 			435		 1
	18 				80 			455		 1
	53 				43 			463		 1
	40 				50 			83		 0
	5 				35 			83		 0
	40 				50 			439		 0
	6 				68 			439		 0
	40 				50 			380		 0
	95 				30 			380		 0
	40 				50 			479		 0
	95 				30 			479		 0
